epoch,train_loss,val_loss,macro_auroc,macro_f1,micro_f1,f1_any_pattern
85,0.170065,0.458835,0.804054,0.450845,0.450845,0.450845
86,0.167375,0.463556,0.804194,0.417969,0.417969,0.417969
87,0.163560,0.461653,0.804832,0.423892,0.423892,0.423892
88,0.161877,0.463948,0.804936,0.416449,0.416449,0.416449
89,0.157225,0.462182,0.804880,0.430671,0.430671,0.430671
90,0.154702,0.462661,0.805202,0.424904,0.424904,0.424904
91,0.150646,0.465645,0.805295,0.411765,0.411765,0.411765
92,0.147088,0.459985,0.805125,0.460308,0.460308,0.460308
93,0.143796,0.469626,0.805609,0.403718,0.403718,0.403718
94,0.142115,0.461501,0.805695,0.450125,0.450125,0.450125
95,0.138812,0.466617,0.805766,0.415045,0.415045,0.415045
96,0.136666,0.465216,0.805766,0.429847,0.429847,0.429847
97,0.132888,0.466944,0.806086,0.415803,0.415803,0.415803
98,0.130382,0.466686,0.806488,0.419626,0.419626,0.419626
99,0.127773,0.467342,0.806415,0.425641,0.425641,0.425641
100,0.124513,0.467517,0.806645,0.429942,0.429942,0.429942
