epoch,train_loss,val_loss,macro_auroc,macro_f1,micro_f1,f1_any_pattern
67,0.257509,0.454140,0.801801,0.423267,0.423267,0.423267
68,0.254707,0.453722,0.802049,0.438072,0.438072,0.438072
69,0.250737,0.453580,0.802775,0.428395,0.428395,0.428395
70,0.248104,0.453789,0.803098,0.423149,0.423149,0.423149
71,0.243368,0.453398,0.803253,0.436007,0.436007,0.436007
72,0.240405,0.453686,0.803760,0.425373,0.425373,0.425373
73,0.234850,0.452372,0.804294,0.442413,0.442413,0.442413
74,0.231709,0.452532,0.804629,0.435741,0.435741,0.435741
75,0.227211,0.451778,0.805040,0.446590,0.446590,0.446590
76,0.224466,0.455555,0.805075,0.404105,0.404105,0.404105
77,0.219539,0.450938,0.805536,0.461902,0.461902,0.461902
78,0.218581,0.453520,0.805794,0.427948,0.427948,0.427948
79,0.213412,0.452248,0.805965,0.443356,0.443356,0.443356
80,0.209151,0.451935,0.806399,0.445260,0.445260,0.445260
81,0.207081,0.451975,0.806530,0.444444,0.444444,0.444444
82,0.203799,0.450066,0.807113,0.462985,0.462985,0.462985
83,0.199845,0.453187,0.806510,0.435105,0.435105,0.435105
84,0.195920,0.451645,0.807367,0.450091,0.450091,0.450091
85,0.191890,0.453909,0.807275,0.438964,0.438964,0.438964
86,0.188674,0.449551,0.807912,0.472093,0.472093,0.472093
87,0.185909,0.456416,0.807086,0.420253,0.420253,0.420253
88,0.184243,0.450105,0.808181,0.468658,0.468658,0.468658
89,0.180414,0.459079,0.806852,0.404105,0.404105,0.404105
90,0.177014,0.449125,0.808473,0.482051,0.482051,0.482051
91,0.174026,0.458030,0.807251,0.427942,0.427942,0.427942
92,0.171632,0.449767,0.808874,0.474812,0.474812,0.474812
93,0.168172,0.453031,0.808913,0.452237,0.452237,0.452237
94,0.164614,0.452661,0.808892,0.458308,0.458308,0.458308
95,0.161727,0.453964,0.809337,0.448655,0.448655,0.448655
96,0.158029,0.454397,0.809145,0.447159,0.447159,0.447159
97,0.155751,0.451979,0.809104,0.471137,0.471137,0.471137
98,0.153093,0.456468,0.809432,0.436183,0.436183,0.436183
99,0.149922,0.452641,0.809953,0.464455,0.464455,0.464455
100,0.146955,0.456237,0.809739,0.443899,0.443899,0.443899
