epoch,train_loss,val_loss,macro_auroc,macro_f1,micro_f1,f1_any_pattern
58,0.295217,0.457835,0.794217,0.446069,0.446069,0.446069
59,0.292627,0.457093,0.795083,0.449547,0.449547,0.449547
60,0.286871,0.457301,0.794996,0.448213,0.448213,0.448213
61,0.283883,0.456599,0.795869,0.452352,0.452352,0.452352
62,0.280118,0.456442,0.796188,0.452739,0.452739,0.452739
63,0.276175,0.455726,0.796899,0.460896,0.460896,0.460896
64,0.272485,0.455415,0.797443,0.458880,0.458880,0.458880
65,0.267184,0.455885,0.797435,0.452899,0.452899,0.452899
66,0.265049,0.454843,0.797698,0.481524,0.481524,0.481524
67,0.260213,0.455504,0.798073,0.454874,0.454874,0.454874
68,0.257101,0.455190,0.798516,0.455529,0.455529,0.455529
69,0.253698,0.454609,0.798622,0.472108,0.472108,0.472108
70,0.248897,0.456157,0.798817,0.453382,0.453382,0.453382
71,0.244236,0.454076,0.799546,0.478692,0.478692,0.478692
72,0.239053,0.456440,0.799507,0.449848,0.449848,0.449848
73,0.238031,0.454074,0.800113,0.477577,0.477577,0.477577
74,0.233976,0.455481,0.799760,0.457933,0.457933,0.457933
75,0.230925,0.453867,0.800976,0.474299,0.474299,0.474299
76,0.226281,0.455294,0.800553,0.458957,0.458957,0.458957
77,0.221585,0.453995,0.801403,0.469412,0.469412,0.469412
78,0.219704,0.454666,0.801133,0.473961,0.473961,0.473961
79,0.215338,0.453607,0.802076,0.476079,0.476079,0.476079
80,0.211568,0.454687,0.801731,0.465364,0.465364,0.465364
81,0.207269,0.455984,0.801933,0.457005,0.457005,0.457005
82,0.203825,0.453883,0.802477,0.475467,0.475467,0.475467
83,0.201596,0.455968,0.802222,0.461447,0.461447,0.461447
84,0.197302,0.454428,0.803064,0.472450,0.472450,0.472450
85,0.194507,0.455159,0.802800,0.473961,0.473961,0.473961
86,0.190973,0.454821,0.803414,0.471831,0.471831,0.471831
87,0.187440,0.457706,0.803068,0.450636,0.450636,0.450636
88,0.184050,0.453690,0.803915,0.495736,0.495736,0.495736
89,0.181347,0.459880,0.803468,0.446220,0.446220,0.446220
90,0.178199,0.453027,0.804203,0.517582,0.517582,0.517582
91,0.175507,0.459187,0.803467,0.462094,0.462094,0.462094
92,0.171926,0.455188,0.804463,0.484113,0.484113,0.484113
93,0.169640,0.456030,0.804302,0.479954,0.479954,0.479954
94,0.164548,0.457614,0.804568,0.470171,0.470171,0.470171
95,0.162385,0.455287,0.804552,0.504789,0.504789,0.504789
96,0.159321,0.458661,0.804446,0.464455,0.464455,0.464455
97,0.155725,0.458223,0.804959,0.476914,0.476914,0.476914
98,0.153085,0.458801,0.804982,0.474517,0.474517,0.474517
99,0.150703,0.459749,0.805446,0.470519,0.470519,0.470519
100,0.147448,0.456089,0.805958,0.501703,0.501703,0.501703
